parent,state_code,state,category,term,state_percentage,state_percentage_label,state_term_percentage_label,state_term_percentage
origin,NC,North Carolina,Health,health insurance,0.0701,7.01%,2.21%,0.0221
origin,NC,North Carolina,Health,counseling,0.0701,7.01%,2.06%,0.0206
origin,NC,North Carolina,Health,vaccinations,0.0701,7.01%,1.06%,0.0106
origin,NC,North Carolina,Health,health education,0.0701,7.01%,2.42%,0.0242
origin,NC,North Carolina,Health,health,0.0701,7.01%,1.61%,0.0161
origin,NC,North Carolina,Health,outpatient treatment,0.0701,7.01%,1.48%,0.0148
origin,NC,North Carolina,Health,disability benefits,0.0701,7.01%,3.2%,0.032
origin,NC,North Carolina,Health,medical care,0.0701,7.01%,4.38%,0.0438
origin,NC,North Carolina,Work,employment,0.0073,0.73%,1.05%,0.0105
origin,NC,North Carolina,Work,resume development,0.0073,0.73%,2.91%,0.0291
origin,NC,North Carolina,Work,interview training,0.0073,0.73%,1.59%,0.0159
origin,NC,North Carolina,Work,job placement,0.0073,0.73%,54.18%,0.5418
origin,NC,North Carolina,Work,work,0.0073,0.73%,3.45%,0.0345
origin,NC,North Carolina,Work,help find work,0.0073,0.73%,34.11%,0.3411
origin,NC,North Carolina,Housing,housing,0.2376,23.76%,4%,0.04
origin,NC,North Carolina,Housing,long-term housing,0.2376,23.76%,2.56%,0.0256
origin,NC,North Carolina,Housing,help pay for utilities,0.2376,23.76%,21.19%,0.2119
origin,NC,North Carolina,Housing,help find housing,0.2376,23.76%,9.71%,0.0971
origin,NC,North Carolina,Housing,residential housing,0.2376,23.76%,1.75%,0.0175
origin,NC,North Carolina,Housing,housing vouchers,0.2376,23.76%,3.47%,0.0347
origin,NC,North Carolina,Housing,help pay for internet or phone,0.2376,23.76%,3.59%,0.0359
origin,NC,North Carolina,Housing,maintenance & repairs,0.2376,23.76%,4.5%,0.045
origin,NC,North Carolina,Housing,short-term housing,0.2376,23.76%,5.07%,0.0507
origin,NC,North Carolina,Housing,help pay for housing,0.2376,23.76%,23.43%,0.2343
origin,NC,North Carolina,Housing,health & safety,0.2376,23.76%,1.09%,0.0109
origin,NC,North Carolina,Housing,temporary shelter,0.2376,23.76%,7.89%,0.0789
origin,NC,North Carolina,Education,skills & training,0.0163,1.63%,11.75%,0.1175
origin,NC,North Carolina,Education,skills assessment,0.0163,1.63%,1.69%,0.0169
origin,NC,North Carolina,Education,more education,0.0163,1.63%,12.96%,0.1296
origin,NC,North Carolina,Education,specialized training,0.0163,1.63%,9.63%,0.0963
origin,NC,North Carolina,Education,english as a second language (esl),0.0163,1.63%,16.95%,0.1695
origin,NC,North Carolina,Education,screening & exams,0.0163,1.63%,1.17%,0.0117
origin,NC,North Carolina,Education,alternative education,0.0163,1.63%,2.87%,0.0287
origin,NC,North Carolina,Education,computer class,0.0163,1.63%,4.07%,0.0407
origin,NC,North Carolina,Education,supported employment,0.0163,1.63%,13.41%,0.1341
origin,NC,North Carolina,Education,tutoring,0.0163,1.63%,6.15%,0.0615
origin,NC,North Carolina,Education,education,0.0163,1.63%,1.91%,0.0191
origin,NC,North Carolina,Education,ged/high-school equivalency,0.0163,1.63%,7.18%,0.0718
origin,NC,North Carolina,Education,basic literacy,0.0163,1.63%,1.04%,0.0104
origin,NC,North Carolina,Education,help find school,0.0163,1.63%,3.65%,0.0365
origin,NC,North Carolina,Food,nutrition education,0.1346,13.46%,1.32%,0.0132
origin,NC,North Carolina,Food,food,0.1346,13.46%,2.95%,0.0295
origin,NC,North Carolina,Food,food delivery,0.1346,13.46%,10.79%,0.1079
origin,NC,North Carolina,Food,meals,0.1346,13.46%,5.58%,0.0558
origin,NC,North Carolina,Food,food pantry,0.1346,13.46%,59.89%,0.5989
origin,NC,North Carolina,Food,help pay for food,0.1346,13.46%,6.26%,0.0626
origin,NC,North Carolina,Food,government food benefits,0.1346,13.46%,4.09%,0.0409
origin,NC,North Carolina,Food,emergency food,0.1346,13.46%,7.51%,0.0751
origin,NC,North Carolina,Other,other,0.3052,30.52%,80.47%,0.8047
origin,NC,North Carolina,Transit,transportation,0.0517,5.17%,45.57%,0.4557
origin,NC,North Carolina,Transit,transportation for healthcare,0.0517,5.17%,23.29%,0.2329
origin,NC,North Carolina,Transit,bus passes,0.0517,5.17%,6.6%,0.066
origin,NC,North Carolina,Transit,help pay for transit,0.0517,5.17%,8.61%,0.0861
origin,NC,North Carolina,Transit,help pay for gas,0.0517,5.17%,11.48%,0.1148
origin,NC,North Carolina,Goods,personal safety,0.0459,4.59%,2.41%,0.0241
origin,NC,North Carolina,Goods,assistive technology,0.0459,4.59%,2.42%,0.0242
origin,NC,North Carolina,Goods,clothes for school,0.0459,4.59%,1.04%,0.0104
origin,NC,North Carolina,Goods,clothing,0.0459,4.59%,26.31%,0.2631
origin,NC,North Carolina,Goods,baby supplies,0.0459,4.59%,7.87%,0.0787
origin,NC,North Carolina,Goods,furniture,0.0459,4.59%,12.73%,0.1273
origin,NC,North Carolina,Goods,support & service animals,0.0459,4.59%,1.41%,0.0141
origin,NC,North Carolina,Goods,blankets & fans,0.0459,4.59%,1.01%,0.0101
origin,NC,North Carolina,Goods,baby clothes,0.0459,4.59%,1.78%,0.0178
origin,NC,North Carolina,Goods,toys & gifts,0.0459,4.59%,12.29%,0.1229
origin,NC,North Carolina,Goods,goods,0.0459,4.59%,1.08%,0.0108
origin,NC,North Carolina,Goods,supplies for school,0.0459,4.59%,2.58%,0.0258
origin,NC,North Carolina,Goods,home goods,0.0459,4.59%,5%,0.05
origin,NC,North Carolina,Goods,diapers & formula,0.0459,4.59%,6.45%,0.0645
origin,NC,North Carolina,Goods,personal care items,0.0459,4.59%,4.56%,0.0456
origin,NC,North Carolina,Goods,efficient appliances,0.0459,4.59%,1.92%,0.0192
origin,NC,North Carolina,Legal,discrimination & civil rights,0.0088,0.88%,4.62%,0.0462
origin,NC,North Carolina,Legal,mediation,0.0088,0.88%,4%,0.04
origin,NC,North Carolina,Legal,translation & interpretation,0.0088,0.88%,5%,0.05
origin,NC,North Carolina,Legal,advocacy & legal aid,0.0088,0.88%,33.26%,0.3326
origin,NC,North Carolina,Legal,identification recovery,0.0088,0.88%,1.51%,0.0151
origin,NC,North Carolina,Legal,citizenship & immigration,0.0088,0.88%,15.92%,0.1592
origin,NC,North Carolina,Legal,legal aid,0.0088,0.88%,1.2%,0.012
origin,NC,North Carolina,Legal,workplace rights,0.0088,0.88%,3.9%,0.039
origin,NC,North Carolina,Legal,legal,0.0088,0.88%,2.59%,0.0259
origin,NC,North Carolina,Legal,representation,0.0088,0.88%,22.9%,0.229
origin,NC,North Carolina,Care,animal welfare,0.0465,4.65%,8.17%,0.0817
origin,NC,North Carolina,Care,head start,0.0465,4.65%,4.03%,0.0403
origin,NC,North Carolina,Care,daytime care,0.0465,4.65%,1.51%,0.0151
origin,NC,North Carolina,Care,recreation,0.0465,4.65%,1.47%,0.0147
origin,NC,North Carolina,Care,mentoring,0.0465,4.65%,3.35%,0.0335
origin,NC,North Carolina,Care,residential care,0.0465,4.65%,1.39%,0.0139
origin,NC,North Carolina,Care,burial & funeral help,0.0465,4.65%,6.29%,0.0629
origin,NC,North Carolina,Care,case management,0.0465,4.65%,1.32%,0.0132
origin,NC,North Carolina,Care,preschool,0.0465,4.65%,1.2%,0.012
origin,NC,North Carolina,Care,care,0.0465,4.65%,1.27%,0.0127
origin,NC,North Carolina,Care,adult daycare,0.0465,4.65%,2.92%,0.0292
origin,NC,North Carolina,Care,childcare,0.0465,4.65%,2.41%,0.0241
origin,NC,North Carolina,Care,navigating the system,0.0465,4.65%,4.12%,0.0412
origin,NC,North Carolina,Care,peer support,0.0465,4.65%,1.72%,0.0172
origin,NC,North Carolina,Care,support groups,0.0465,4.65%,22.1%,0.221
origin,NC,North Carolina,Care,disaster response,0.0465,4.65%,1.87%,0.0187
origin,NC,North Carolina,Care,bereavement,0.0465,4.65%,4.74%,0.0474
origin,NC,North Carolina,Care,adoption & foster care,0.0465,4.65%,1.06%,0.0106
origin,NC,North Carolina,Care,support network,0.0465,4.65%,8.97%,0.0897
origin,NC,North Carolina,Care,day camp,0.0465,4.65%,1.72%,0.0172
origin,NC,North Carolina,Care,relief for caregivers,0.0465,4.65%,2.09%,0.0209
"",ND,North Dakota,origin,origin,0,"","",0
origin,ND,North Dakota,Health,medical supplies,0.144,14.4%,6.6%,0.066
origin,ND,North Dakota,Health,addiction & recovery,0.144,14.4%,3.02%,0.0302
origin,ND,North Dakota,Health,vision care,0.144,14.4%,1.69%,0.0169
origin,ND,North Dakota,Health,mental health care,0.144,14.4%,8.88%,0.0888
origin,ND,North Dakota,Health,in-home support,0.144,14.4%,1.02%,0.0102
origin,ND,North Dakota,Health,help pay for healthcare,0.144,14.4%,15.96%,0.1596
origin,ND,North Dakota,Health,community support services,0.144,14.4%,5.36%,0.0536
origin,ND,North Dakota,Health,prescription assistance,0.144,14.4%,1.38%,0.0138
origin,ND,North Dakota,Health,disability benefits,0.144,14.4%,1.9%,0.019
origin,ND,North Dakota,Health,dental care,0.144,14.4%,3.85%,0.0385
origin,ND,North Dakota,Health,end-of-life care,0.144,14.4%,6.29%,0.0629
origin,ND,North Dakota,Health,health education,0.144,14.4%,10.7%,0.107
origin,ND,North Dakota,Health,health insurance,0.144,14.4%,1.15%,0.0115
origin,ND,North Dakota,Health,sexual and reproductive health,0.144,14.4%,1.82%,0.0182
origin,ND,North Dakota,Health,medical care,0.144,14.4%,14.96%,0.1496
origin,ND,North Dakota,Education,supported employment,0.0436,4.36%,3.6%,0.036
origin,ND,North Dakota,Education,more education,0.0436,4.36%,52.16%,0.5216
origin,ND,North Dakota,Education,specialized training,0.0436,4.36%,1.78%,0.0178
origin,ND,North Dakota,Education,ged/high-school equivalency,0.0436,4.36%,1.24%,0.0124
origin,ND,North Dakota,Education,alternative education,0.0436,4.36%,1.27%,0.0127
origin,ND,North Dakota,Education,computer class,0.0436,4.36%,1.22%,0.0122
origin,ND,North Dakota,Education,skills & training,0.0436,4.36%,24.24%,0.2424
origin,ND,North Dakota,Education,english as a second language (esl),0.0436,4.36%,5.58%,0.0558
origin,ND,North Dakota,Education,screening & exams,0.0436,4.36%,3.21%,0.0321
origin,ND,North Dakota,Education,help find school,0.0436,4.36%,2.63%,0.0263
origin,ND,North Dakota,Work,help find work,0.006,0.6%,65.29%,0.6529
origin,ND,North Dakota,Work,job placement,0.006,0.6%,27.48%,0.2748
origin,ND,North Dakota,Work,interview training,0.006,0.6%,3.48%,0.0348
origin,ND,North Dakota,Work,resume development,0.006,0.6%,2.45%,0.0245
origin,ND,North Dakota,Other,other,0.2007,20.07%,85.16%,0.8516
origin,ND,North Dakota,Goods,home goods,0.0487,4.87%,9.13%,0.0913
origin,ND,North Dakota,Goods,clothing,0.0487,4.87%,26.36%,0.2636
origin,ND,North Dakota,Goods,diapers & formula,0.0487,4.87%,5.2%,0.052
origin,ND,North Dakota,Goods,supplies for school,0.0487,4.87%,1.77%,0.0177
origin,ND,North Dakota,Goods,personal safety,0.0487,4.87%,2.75%,0.0275
origin,ND,North Dakota,Goods,support & service animals,0.0487,4.87%,4.79%,0.0479
origin,ND,North Dakota,Goods,baby clothes,0.0487,4.87%,1.33%,0.0133
origin,ND,North Dakota,Goods,assistive technology,0.0487,4.87%,1.88%,0.0188
origin,ND,North Dakota,Goods,furniture,0.0487,4.87%,12.81%,0.1281
origin,ND,North Dakota,Goods,baby supplies,0.0487,4.87%,6.41%,0.0641
origin,ND,North Dakota,Goods,toys & gifts,0.0487,4.87%,20.34%,0.2034
origin,ND,North Dakota,Goods,blankets & fans,0.0487,4.87%,1.09%,0.0109
origin,ND,North Dakota,Goods,personal care items,0.0487,4.87%,2.05%,0.0205
origin,ND,North Dakota,Food,food delivery,0.0933,9.33%,8.35%,0.0835
origin,ND,North Dakota,Food,help pay for food,0.0933,9.33%,7.75%,0.0775
origin,ND,North Dakota,Food,nutrition education,0.0933,9.33%,4.12%,0.0412
origin,ND,North Dakota,Food,food pantry,0.0933,9.33%,55.79%,0.5579
origin,ND,North Dakota,Food,meals,0.0933,9.33%,10.58%,0.1058
origin,ND,North Dakota,Food,government food benefits,0.0933,9.33%,4.5%,0.045
origin,ND,North Dakota,Food,emergency food,0.0933,9.33%,7.76%,0.0776
origin,ND,North Dakota,Legal,mediation,0.0219,2.19%,4.22%,0.0422
origin,ND,North Dakota,Legal,representation,0.0219,2.19%,9.32%,0.0932
origin,ND,North Dakota,Legal,workplace rights,0.0219,2.19%,8.23%,0.0823
origin,ND,North Dakota,Legal,advocacy & legal aid,0.0219,2.19%,53.29%,0.5329
origin,ND,North Dakota,Legal,discrimination & civil rights,0.0219,2.19%,3.17%,0.0317
origin,ND,North Dakota,Legal,citizenship & immigration,0.0219,2.19%,7.32%,0.0732
origin,ND,North Dakota,Legal,translation & interpretation,0.0219,2.19%,11.71%,0.1171
origin,ND,North Dakota,Transit,transportation,0.0414,4.14%,33.17%,0.3317
origin,ND,North Dakota,Transit,help pay for gas,0.0414,4.14%,21.11%,0.2111
origin,ND,North Dakota,Transit,help pay for transit,0.0414,4.14%,16.41%,0.1641
origin,ND,North Dakota,Transit,bus passes,0.0414,4.14%,10.91%,0.1091
origin,ND,North Dakota,Transit,transportation for healthcare,0.0414,4.14%,16.52%,0.1652
origin,ND,North Dakota,Housing,help pay for utilities,0.1347,13.47%,10.43%,0.1043
origin,ND,North Dakota,Housing,help pay for internet or phone,0.1347,13.47%,4.42%,0.0442
origin,ND,North Dakota,Housing,long-term housing,0.1347,13.47%,2.24%,0.0224
origin,ND,North Dakota,Housing,residential housing,0.1347,13.47%,2.88%,0.0288
origin,ND,North Dakota,Housing,efficiency upgrades,0.1347,13.47%,1.13%,0.0113
origin,ND,North Dakota,Housing,maintenance & repairs,0.1347,13.47%,3.74%,0.0374
origin,ND,North Dakota,Housing,help pay for housing,0.1347,13.47%,31.97%,0.3197
origin,ND,North Dakota,Housing,housing vouchers,0.1347,13.47%,3.34%,0.0334
origin,ND,North Dakota,Housing,temporary shelter,0.1347,13.47%,19.03%,0.1903
origin,ND,North Dakota,Housing,help find housing,0.1347,13.47%,7.47%,0.0747
origin,ND,North Dakota,Housing,short-term housing,0.1347,13.47%,2.52%,0.0252
origin,ND,North Dakota,Housing,housing advice,0.1347,13.47%,1.3%,0.013
origin,ND,North Dakota,Housing,sober living,0.1347,13.47%,1.7%,0.017
origin,ND,North Dakota,Care,support groups,0.1369,13.69%,19.77%,0.1977
origin,ND,North Dakota,Care,adoption & foster care,0.1369,13.69%,1.39%,0.0139
origin,ND,North Dakota,Care,support network,0.1369,13.69%,36.49%,0.3649
origin,ND,North Dakota,Care,navigating the system,0.1369,13.69%,15%,0.15
origin,ND,North Dakota,Care,peer support,0.1369,13.69%,1.76%,0.0176
origin,ND,North Dakota,Care,physical safety,0.1369,13.69%,2.86%,0.0286
origin,ND,North Dakota,Care,case management,0.1369,13.69%,1.08%,0.0108
origin,ND,North Dakota,Care,animal welfare,0.1369,13.69%,6.06%,0.0606
origin,ND,North Dakota,Care,residential care,0.1369,13.69%,1.75%,0.0175
origin,ND,North Dakota,Care,bereavement,0.1369,13.69%,1.62%,0.0162
origin,ND,North Dakota,Care,daytime care,0.1369,13.69%,2.37%,0.0237
origin,ND,North Dakota,Care,burial & funeral help,0.1369,13.69%,2.07%,0.0207
origin,ND,North Dakota,Money,financial education,0.1288,12.88%,4.1%,0.041
origin,ND,North Dakota,Money,help pay for childcare,0.1288,12.88%,1.45%,0.0145
origin,ND,North Dakota,Money,financial aid & loans,0.1288,12.88%,2.85%,0.0285
origin,ND,North Dakota,Money,understand government programs,0.1288,12.88%,1.05%,0.0105
origin,ND,North Dakota,Money,financial assistance,0.1288,12.88%,56.09%,0.5609
origin,ND,North Dakota,Money,insurance,0.1288,12.88%,1.28%,0.0128
origin,ND,North Dakota,Money,loans,0.1288,12.88%,1.33%,0.0133
origin,ND,North Dakota,Money,credit counseling,0.1288,12.88%,1.67%,0.0167
origin,ND,North Dakota,Money,tax preparation,0.1288,12.88%,1.06%,0.0106
origin,ND,North Dakota,Money,government benefits,0.1288,12.88%,7.32%,0.0732
origin,ND,North Dakota,Money,help pay for school,0.1288,12.88%,4.76%,0.0476
origin,ND,North Dakota,Money,help pay for car,0.1288,12.88%,9.46%,0.0946
origin,ND,North Dakota,Money,personal loans,0.1288,12.88%,2.51%,0.0251
origin,ND,North Dakota,Money,emergency payments,0.1288,12.88%,1.61%,0.0161
"",NE,Nebraska,origin,origin,0,"","",0
origin,NE,Nebraska,Food,food pantry,0.1298,12.98%,64.74%,0.6474
origin,NE,Nebraska,Food,government food benefits,0.1298,12.98%,2.9%,0.029
origin,NE,Nebraska,Food,emergency food,0.1298,12.98%,6.34%,0.0634
origin,NE,Nebraska,Food,food delivery,0.1298,12.98%,8.38%,0.0838
origin,NE,Nebraska,Food,nutrition education,0.1298,12.98%,1.87%,0.0187
origin,NE,Nebraska,Food,meals,0.1298,12.98%,5.12%,0.0512
origin,NE,Nebraska,Food,help pay for food,0.1298,12.98%,6.03%,0.0603
origin,NE,Nebraska,Food,food,0.1298,12.98%,2.92%,0.0292
origin,NE,Nebraska,Transit,bus passes,0.0467,4.67%,9.18%,0.0918
origin,NE,Nebraska,Transit,transportation for school,0.0467,4.67%,1.51%,0.0151
origin,NE,Nebraska,Transit,transportation,0.0467,4.67%,38.5%,0.385
origin,NE,Nebraska,Transit,help pay for transit,0.0467,4.67%,14.07%,0.1407
origin,NE,Nebraska,Transit,transportation for healthcare,0.0467,4.67%,14.19%,0.1419
origin,NE,Nebraska,Transit,help pay for gas,0.0467,4.67%,17.77%,0.1777
origin,NE,Nebraska,Transit,transit,0.0467,4.67%,2.02%,0.0202
origin,NE,Nebraska,Legal,discrimination & civil rights,0.0123,1.23%,3.31%,0.0331
origin,NE,Nebraska,Legal,citizenship & immigration,0.0123,1.23%,13.84%,0.1384
origin,NE,Nebraska,Legal,translation & interpretation,0.0123,1.23%,8.28%,0.0828
origin,NE,Nebraska,Legal,advocacy and legal aid,0.0123,1.23%,2.58%,0.0258
origin,NE,Nebraska,Legal,legal,0.0123,1.23%,2.04%,0.0204
origin,NE,Nebraska,Legal,representation,0.0123,1.23%,16.79%,0.1679
origin,NE,Nebraska,Legal,mediation,0.0123,1.23%,4.52%,0.0452
origin,NE,Nebraska,Legal,identification recovery,0.0123,1.23%,2%,0.02
origin,NE,Nebraska,Legal,workplace rights,0.0123,1.23%,3.92%,0.0392
origin,NE,Nebraska,Legal,advocacy & legal aid,0.0123,1.23%,39.01%,0.3901
origin,NE,Nebraska,Work,employment,0.009,0.9%,2.37%,0.0237
origin,NE,Nebraska,Work,resume development,0.009,0.9%,3.2%,0.032
origin,NE,Nebraska,Work,help find work,0.009,0.9%,45.75%,0.4575
origin,NE,Nebraska,Work,skills and training,0.009,0.9%,2.39%,0.0239
origin,NE,Nebraska,Work,work,0.009,0.9%,7.46%,0.0746
origin,NE,Nebraska,Work,job placement,0.009,0.9%,35.47%,0.3547
origin,NE,Nebraska,Work,interview training,0.009,0.9%,1.22%,0.0122
origin,NE,Nebraska,Housing,long-term housing,0.1874,18.74%,1.99%,0.0199
origin,NE,Nebraska,Housing,maintenance & repairs,0.1874,18.74%,2.95%,0.0295
origin,NE,Nebraska,Housing,temporary shelter,0.1874,18.74%,5.81%,0.0581
origin,NE,Nebraska,Housing,help pay for internet or phone,0.1874,18.74%,3.99%,0.0399
origin,NE,Nebraska,Housing,help find housing,0.1874,18.74%,14.53%,0.1453
origin,NE,Nebraska,Housing,housing,0.1874,18.74%,3.85%,0.0385
origin,NE,Nebraska,Housing,help pay for housing,0.1874,18.74%,28.6%,0.286
origin,NE,Nebraska,Housing,housing vouchers,0.1874,18.74%,3.31%,0.0331
origin,NE,Nebraska,Housing,help pay for utilities,0.1874,18.74%,16.54%,0.1654
origin,NE,Nebraska,Housing,sober living,0.1874,18.74%,1.35%,0.0135
origin,NE,Nebraska,Housing,short-term housing,0.1874,18.74%,2.5%,0.025
origin,NE,Nebraska,Housing,residential housing,0.1874,18.74%,3.61%,0.0361
origin,NE,Nebraska,Other,other,0.2876,28.76%,79.87%,0.7987
origin,NE,Nebraska,Care,navigating the system,0.0661,6.61%,12.45%,0.1245
origin,NE,Nebraska,Care,care,0.0661,6.61%,1.15%,0.0115
origin,NE,Nebraska,Care,bereavement,0.0661,6.61%,1.15%,0.0115
origin,NE,Nebraska,Care,physical safety,0.0661,6.61%,2.12%,0.0212
origin,NE,Nebraska,Care,support network,0.0661,6.61%,30.77%,0.3077
origin,NE,Nebraska,Care,residential care,0.0661,6.61%,1.77%,0.0177
origin,NE,Nebraska,Care,childcare,0.0661,6.61%,1.39%,0.0139
origin,NE,Nebraska,Care,head start,0.0661,6.61%,1.15%,0.0115
origin,NE,Nebraska,Care,adult daycare,0.0661,6.61%,1.47%,0.0147
origin,NE,Nebraska,Care,daytime care,0.0661,6.61%,2.56%,0.0256
origin,NE,Nebraska,Care,preschool,0.0661,6.61%,1.32%,0.0132
origin,NE,Nebraska,Care,burial & funeral help,0.0661,6.61%,4.13%,0.0413
origin,NE,Nebraska,Care,support groups,0.0661,6.61%,19.93%,0.1993
origin,NE,Nebraska,Care,animal welfare,0.0661,6.61%,4.78%,0.0478
origin,NE,Nebraska,Care,case management,0.0661,6.61%,1.31%,0.0131
origin,NE,Nebraska,Health,addiction & recovery,0.0885,8.85%,2.22%,0.0222
origin,NE,Nebraska,Health,disability benefits,0.0885,8.85%,2.9%,0.029
origin,NE,Nebraska,Health,sexual and reproductive health,0.0885,8.85%,1.34%,0.0134
origin,NE,Nebraska,Health,parenting education,0.0885,8.85%,1.21%,0.0121
origin,NE,Nebraska,Health,mental health care,0.0885,8.85%,7.71%,0.0771
origin,NE,Nebraska,Health,help pay for healthcare,0.0885,8.85%,12.07%,0.1207
origin,NE,Nebraska,Health,prescription assistance,0.0885,8.85%,3.26%,0.0326
origin,NE,Nebraska,Health,end-of-life care,0.0885,8.85%,3.7%,0.037
origin,NE,Nebraska,Health,medical care,0.0885,8.85%,10.94%,0.1094
origin,NE,Nebraska,Health,medical supplies,0.0885,8.85%,5.84%,0.0584
origin,NE,Nebraska,Health,exercise & fitness,0.0885,8.85%,1.08%,0.0108
origin,NE,Nebraska,Health,community support services,0.0885,8.85%,6.33%,0.0633
origin,NE,Nebraska,Health,in-home support,0.0885,8.85%,1.6%,0.016
origin,NE,Nebraska,Health,counseling,0.0885,8.85%,1.63%,0.0163
origin,NE,Nebraska,Health,dental care,0.0885,8.85%,5.19%,0.0519
origin,NE,Nebraska,Health,health education,0.0885,8.85%,7.24%,0.0724
origin,NE,Nebraska,Health,vision care,0.0885,8.85%,2.37%,0.0237
origin,NE,Nebraska,Health,health insurance,0.0885,8.85%,1.02%,0.0102
origin,NE,Nebraska,Money,financial education,0.0957,9.57%,2.66%,0.0266
origin,NE,Nebraska,Money,financial assistance,0.0957,9.57%,51.82%,0.5182
origin,NE,Nebraska,Money,help pay for school,0.0957,9.57%,3.73%,0.0373
origin,NE,Nebraska,Money,emergency payments,0.0957,9.57%,2.21%,0.0221
origin,NE,Nebraska,Money,personal loans,0.0957,9.57%,2.89%,0.0289
origin,NE,Nebraska,Money,help pay for childcare,0.0957,9.57%,1.93%,0.0193
origin,NE,Nebraska,Money,financial aid & loans,0.0957,9.57%,3.95%,0.0395
origin,NE,Nebraska,Money,help pay for car,0.0957,9.57%,13.74%,0.1374
origin,NE,Nebraska,Money,money,0.0957,9.57%,2.59%,0.0259
origin,NE,Nebraska,Money,government benefits,0.0957,9.57%,5.16%,0.0516
origin,NE,Nebraska,Money,loans,0.0957,9.57%,1.09%,0.0109
origin,NE,Nebraska,Money,understand government programs,0.0957,9.57%,1.78%,0.0178
origin,NE,Nebraska,Education,skills & training,0.0255,2.55%,22.63%,0.2263
origin,NE,Nebraska,Education,screening & exams,0.0255,2.55%,2.72%,0.0272
origin,NE,Nebraska,Education,education,0.0255,2.55%,2.03%,0.0203
origin,NE,Nebraska,Education,english as a second language (esl),0.0255,2.55%,8.82%,0.0882
origin,NE,Nebraska,Education,specialized training,0.0255,2.55%,4.02%,0.0402
origin,NE,Nebraska,Education,ged/high-school equivalency,0.0255,2.55%,3.2%,0.032
origin,NE,Nebraska,Education,alternative education,0.0255,2.55%,1.73%,0.0173
origin,NE,Nebraska,Education,more education,0.0255,2.55%,36.92%,0.3692
origin,NE,Nebraska,Education,help find school,0.0255,2.55%,3.32%,0.0332
origin,NE,Nebraska,Education,skills assessment,0.0255,2.55%,1.06%,0.0106
origin,NE,Nebraska,Education,basic literacy,0.0255,2.55%,1.02%,0.0102
origin,NE,Nebraska,Education,computer class,0.0255,2.55%,1.49%,0.0149
origin,NE,Nebraska,Education,supported employment,0.0255,2.55%,7.36%,0.0736
origin,NE,Nebraska,Goods,support & service animals,0.0515,5.15%,2.36%,0.0236
origin,NE,Nebraska,Goods,baby supplies,0.0515,5.15%,9.08%,0.0908
origin,NE,Nebraska,Goods,furniture,0.0515,5.15%,8.55%,0.0855
origin,NE,Nebraska,Goods,assistive technology,0.0515,5.15%,1.52%,0.0152
origin,NE,Nebraska,Goods,diapers & formula,0.0515,5.15%,9.11%,0.0911
origin,NE,Nebraska,Goods,blankets & fans,0.0515,5.15%,1.15%,0.0115
origin,NE,Nebraska,Goods,baby clothes,0.0515,5.15%,3.25%,0.0325
origin,NE,Nebraska,Goods,supplies for school,0.0515,5.15%,2.07%,0.0207
origin,NE,Nebraska,Goods,efficient appliances,0.0515,5.15%,1.69%,0.0169
origin,NE,Nebraska,Goods,toys & gifts,0.0515,5.15%,11.59%,0.1159
origin,NE,Nebraska,Goods,personal safety,0.0515,5.15%,2.79%,0.0279
origin,NE,Nebraska,Goods,clothing vouchers,0.0515,5.15%,2.62%,0.0262
origin,NE,Nebraska,Goods,personal care items,0.0515,5.15%,5.28%,0.0528
origin,NE,Nebraska,Goods,home goods,0.0515,5.15%,6.8%,0.068
origin,NE,Nebraska,Goods,clothing,0.0515,5.15%,22.06%,0.2206
origin,NE,Nebraska,Goods,goods,0.0515,5.15%,1.3%,0.013
origin,NE,Nebraska,Goods,clothes for school,0.0515,5.15%,1.96%,0.0196
"",NH,New Hampshire,origin,origin,0,"","",0
origin,NH,New Hampshire,Care,physical safety,0.1155,11.55%,4.64%,0.0464
origin,NH,New Hampshire,Care,case management,0.1155,11.55%,1.04%,0.0104
origin,NH,New Hampshire,Care,support network,0.1155,11.55%,33.95%,0.3395
origin,NH,New Hampshire,Care,day camp,0.1155,11.55%,1.1%,0.011
origin,NH,New Hampshire,Care,support groups,0.1155,11.55%,13.25%,0.1325
origin,NH,New Hampshire,Care,adult daycare,0.1155,11.55%,1.22%,0.0122
origin,NH,New Hampshire,Care,navigating the system,0.1155,11.55%,14.51%,0.1451
origin,NH,New Hampshire,Care,adoption & foster care,0.1155,11.55%,1.01%,0.0101
origin,NH,New Hampshire,Care,residential care,0.1155,11.55%,4.7%,0.047
origin,NH,New Hampshire,Care,bereavement,0.1155,11.55%,3.76%,0.0376
origin,NH,New Hampshire,Care,animal welfare,0.1155,11.55%,3.09%,0.0309
origin,NH,New Hampshire,Care,daytime care,0.1155,11.55%,5.64%,0.0564
origin,NH,New Hampshire,Care,care,0.1155,11.55%,1.67%,0.0167
origin,NH,New Hampshire,Health,medical care,0.1449,14.49%,13.52%,0.1352
origin,NH,New Hampshire,Health,disability benefits,0.1449,14.49%,1.29%,0.0129
origin,NH,New Hampshire,Health,health,0.1449,14.49%,2.83%,0.0283
origin,NH,New Hampshire,Health,vision care,0.1449,14.49%,1.23%,0.0123
origin,NH,New Hampshire,Health,help pay for healthcare,0.1449,14.49%,11.83%,0.1183
origin,NH,New Hampshire,Health,in-home support,0.1449,14.49%,1.43%,0.0143
