parent,state_code,state,category,term,state_category_percentage,state_category_percentage_label,state_term_percentage,state_term_percentage_label
origin,MT,Montana,Goods,baby supplies,0.0377,3.7699999999999996%,0.0702,7.02%
origin,MT,Montana,Goods,clothing,0.0377,3.7699999999999996%,0.3243,32.43%
origin,MT,Montana,Goods,diapers & formula,0.0377,3.7699999999999996%,0.0788,7.88%
origin,MT,Montana,Goods,home goods,0.0377,3.7699999999999996%,0.1138,11.379999999999999%
origin,MT,Montana,Goods,toys & gifts,0.0377,3.7699999999999996%,0.1413,14.13%
origin,MT,Montana,Health,224 other terms,0.1923,19.23%,0.2683,26.83%
origin,MT,Montana,Health,community support services,0.1923,19.23%,0.0618,6.18%
origin,MT,Montana,Health,end-of-life care,0.1923,19.23%,0.064,6.4%
origin,MT,Montana,Health,health education,0.1923,19.23%,0.1108,11.08%
origin,MT,Montana,Health,help pay for healthcare,0.1923,19.23%,0.1487,14.87%
origin,MT,Montana,Health,medical care,0.1923,19.23%,0.1686,16.86%
origin,MT,Montana,Health,medical supplies,0.1923,19.23%,0.0645,6.45%
origin,MT,Montana,Health,mental health care,0.1923,19.23%,0.1133,11.33%
origin,MT,Montana,Housing,151 other terms,0.172,17.2%,0.4005,40.050000000000004%
origin,MT,Montana,Housing,help find housing,0.172,17.2%,0.0778,7.7799999999999994%
origin,MT,Montana,Housing,help pay for housing,0.172,17.2%,0.3156,31.56%
origin,MT,Montana,Housing,help pay for utilities,0.172,17.2%,0.0869,8.6900000000000013%
origin,MT,Montana,Housing,temporary shelter,0.172,17.2%,0.1193,11.93%
origin,MT,Montana,Legal,16 other terms,0.0262,2.62%,0.1425,14.249999999999998%
origin,MT,Montana,Legal,advocacy & legal aid,0.0262,2.62%,0.5716,57.16%
origin,MT,Montana,Legal,citizenship & immigration,0.0262,2.62%,0.0743,7.4300000000000006%
origin,MT,Montana,Legal,representation,0.0262,2.62%,0.0928,9.28%
origin,MT,Montana,Legal,translation & interpretation,0.0262,2.62%,0.1189,11.89%
origin,MT,Montana,Money,60 other terms,0.1768,17.68%,0.2693,26.93%
origin,MT,Montana,Money,financial assistance,0.1768,17.68%,0.6135,61.35%
origin,MT,Montana,Money,government benefits,0.1768,17.68%,0.0648,6.4799999999999995%
origin,MT,Montana,Money,help pay for car,0.1768,17.68%,0.0524,5.24%
origin,MT,Montana,Other,486 other terms,0.0125,1.25%,1,100%
origin,MT,Montana,Transit,36 other terms,0.0496,4.96%,0.0348,3.4799999999999995%
origin,MT,Montana,Transit,bus passes,0.0496,4.96%,0.0719,7.19%
origin,MT,Montana,Transit,help pay for gas,0.0496,4.96%,0.2241,22.41%
origin,MT,Montana,Transit,help pay for transit,0.0496,4.96%,0.1692,16.919999999999998%
origin,MT,Montana,Transit,transportation,0.0496,4.96%,0.3928,39.28%
origin,MT,Montana,Transit,transportation for healthcare,0.0496,4.96%,0.1072,10.72%
origin,MT,Montana,Work,6 other terms,0.0069,0.69%,0.1086,10.86%
origin,MT,Montana,Work,help find work,0.0069,0.69%,0.6562,65.62%
origin,MT,Montana,Work,job placement,0.0069,0.69%,0.2352,23.52%
"",MT,Montana,origin,origin,0,"",0,""
origin,NC,North Carolina,Care,261 other terms,0.0669,6.69%,0.5537,55.37%
origin,NC,North Carolina,Care,animal welfare,0.0669,6.69%,0.0801,8.01%
origin,NC,North Carolina,Care,burial & funeral help,0.0669,6.69%,0.0617,6.17%
origin,NC,North Carolina,Care,support groups,0.0669,6.69%,0.2168,21.68%
origin,NC,North Carolina,Care,support network,0.0669,6.69%,0.0877,8.77%
origin,NC,North Carolina,Education,65 other terms,0.0231,2.31%,0.2201,22.009999999999998%
origin,NC,North Carolina,Education,english as a second language (esl),0.0231,2.31%,0.1689,16.89%
origin,NC,North Carolina,Education,ged/high-school equivalency,0.0231,2.31%,0.0718,7.1800000000000006%
origin,NC,North Carolina,Education,more education,0.0231,2.31%,0.1294,12.94%
origin,NC,North Carolina,Education,skills & training,0.0231,2.31%,0.1173,11.73%
origin,NC,North Carolina,Education,specialized training,0.0231,2.31%,0.0969,9.69%
origin,NC,North Carolina,Education,supported employment,0.0231,2.31%,0.1341,13.41%
origin,NC,North Carolina,Education,tutoring,0.0231,2.31%,0.0615,6.15%
origin,NC,North Carolina,Food,115 other terms,0.1899,18.990000000000002%,0.0992,9.92%
origin,NC,North Carolina,Food,emergency food,0.1899,18.990000000000002%,0.0751,7.51%
origin,NC,North Carolina,Food,food delivery,0.1899,18.990000000000002%,0.1078,10.780000000000001%
origin,NC,North Carolina,Food,food pantry,0.1899,18.990000000000002%,0.599,59.9%
origin,NC,North Carolina,Food,help pay for food,0.1899,18.990000000000002%,0.063,6.3%
origin,NC,North Carolina,Food,meals,0.1899,18.990000000000002%,0.0558,5.58%
origin,NC,North Carolina,Goods,291 other terms,0.0647,6.47%,0.2938,29.38%
origin,NC,North Carolina,Goods,baby supplies,0.0647,6.47%,0.0787,7.870000000000001%
origin,NC,North Carolina,Goods,clothing,0.0647,6.47%,0.2632,26.32%
origin,NC,North Carolina,Goods,diapers & formula,0.0647,6.47%,0.0644,6.4399999999999995%
origin,NC,North Carolina,Goods,furniture,0.0647,6.47%,0.1272,12.72%
origin,NC,North Carolina,Goods,home goods,0.0647,6.47%,0.05,5%
origin,NC,North Carolina,Goods,toys & gifts,0.0647,6.47%,0.1226,12.26%
origin,NC,North Carolina,Health,833 other terms,0.0991,9.91%,0.7152,71.52%
origin,NC,North Carolina,Health,dental care,0.0991,9.91%,0.0804,8.04%
origin,NC,North Carolina,Health,help pay for healthcare,0.0991,9.91%,0.0868,8.68%
origin,NC,North Carolina,Health,medical supplies,0.0991,9.91%,0.0558,5.58%
origin,NC,North Carolina,Health,prescription assistance,0.0991,9.91%,0.0619,6.1899999999999995%
origin,NC,North Carolina,Housing,581 other terms,0.3353,33.53%,0.3276,32.76%
origin,NC,North Carolina,Housing,help find housing,0.3353,33.53%,0.097,9.7000000000000011%
origin,NC,North Carolina,Housing,help pay for housing,0.3353,33.53%,0.2342,23.419999999999998%
origin,NC,North Carolina,Housing,help pay for utilities,0.3353,33.53%,0.2115,21.15%
origin,NC,North Carolina,Housing,short-term housing,0.3353,33.53%,0.0507,5.07%
origin,NC,North Carolina,Housing,temporary shelter,0.3353,33.53%,0.079,7.9%
origin,NC,North Carolina,Legal,74 other terms,0.0125,1.25%,0.2297,22.97%
origin,NC,North Carolina,Legal,advocacy & legal aid,0.0125,1.25%,0.3317,33.17%
origin,NC,North Carolina,Legal,citizenship & immigration,0.0125,1.25%,0.1593,15.93%
origin,NC,North Carolina,Legal,representation,0.0125,1.25%,0.2291,22.91%
origin,NC,North Carolina,Legal,translation & interpretation,0.0125,1.25%,0.0501,5.01%
origin,NC,North Carolina,Money,162 other terms,0.1073,10.73%,0.2991,29.909999999999997%
origin,NC,North Carolina,Money,emergency payments,0.1073,10.73%,0.0528,5.28%
origin,NC,North Carolina,Money,financial aid & loans,0.1073,10.73%,0.0613,6.13%
origin,NC,North Carolina,Money,financial assistance,0.1073,10.73%,0.4685,46.85%
origin,NC,North Carolina,Money,help pay for car,0.1073,10.73%,0.1182,11.82%
origin,NC,North Carolina,Other,5678 other terms,0.0181,1.81%,1,100%
origin,NC,North Carolina,Transit,103 other terms,0.0728,7.28%,0.0439,4.3900000000000006%
origin,NC,North Carolina,Transit,bus passes,0.0728,7.28%,0.066,6.6000000000000005%
origin,NC,North Carolina,Transit,help pay for gas,0.0728,7.28%,0.115,11.5%
origin,NC,North Carolina,Transit,help pay for transit,0.0728,7.28%,0.0863,8.63%
origin,NC,North Carolina,Transit,transportation,0.0728,7.28%,0.4557,45.57%
origin,NC,North Carolina,Transit,transportation for healthcare,0.0728,7.28%,0.2331,23.31%
origin,NC,North Carolina,Work,33 other terms,0.0103,1.03%,0.1179,11.790000000000001%
origin,NC,North Carolina,Work,help find work,0.0103,1.03%,0.3401,34.01%
origin,NC,North Carolina,Work,job placement,0.0103,1.03%,0.5419,54.190000000000005%
"",NC,North Carolina,origin,origin,0,"",0,""
origin,ND,North Dakota,Care,95 other terms,0.1692,16.919999999999998%,0.2279,22.79%
origin,ND,North Dakota,Care,animal welfare,0.1692,16.919999999999998%,0.0606,6.0600000000000005%
origin,ND,North Dakota,Care,navigating the system,0.1692,16.919999999999998%,0.1496,14.96%
origin,ND,North Dakota,Care,support groups,0.1692,16.919999999999998%,0.1979,19.79%
origin,ND,North Dakota,Care,support network,0.1692,16.919999999999998%,0.364,36.4%
origin,ND,North Dakota,Education,23 other terms,0.0537,5.37%,0.1802,18.02%
origin,ND,North Dakota,Education,english as a second language (esl),0.0537,5.37%,0.0558,5.58%
origin,ND,North Dakota,Education,more education,0.0537,5.37%,0.5216,52.16%
origin,ND,North Dakota,Education,skills & training,0.0537,5.37%,0.2424,24.240000000000002%
origin,ND,North Dakota,Food,24 other terms,0.1154,11.540000000000001%,0.0975,9.75%
origin,ND,North Dakota,Food,emergency food,0.1154,11.540000000000001%,0.0775,7.75%
origin,ND,North Dakota,Food,food delivery,0.1154,11.540000000000001%,0.0833,8.33%
origin,ND,North Dakota,Food,food pantry,0.1154,11.540000000000001%,0.5574,55.74%
origin,ND,North Dakota,Food,help pay for food,0.1154,11.540000000000001%,0.0776,7.76%
origin,ND,North Dakota,Food,meals,0.1154,11.540000000000001%,0.1068,10.68%
origin,ND,North Dakota,Goods,52 other terms,0.0603,6.03%,0.1972,19.72%
origin,ND,North Dakota,Goods,baby supplies,0.0603,6.03%,0.0645,6.45%
origin,ND,North Dakota,Goods,clothing,0.0603,6.03%,0.264,26.400000000000002%
origin,ND,North Dakota,Goods,diapers & formula,0.0603,6.03%,0.0519,5.19%
origin,ND,North Dakota,Goods,furniture,0.0603,6.03%,0.1286,12.86%
origin,ND,North Dakota,Goods,home goods,0.0603,6.03%,0.091,9.1%
origin,ND,North Dakota,Goods,toys & gifts,0.0603,6.03%,0.2027,20.27%
origin,ND,North Dakota,Health,205 other terms,0.1777,17.77%,0.3132,31.319999999999997%
origin,ND,North Dakota,Health,community support services,0.1777,17.77%,0.0535,5.35%
origin,ND,North Dakota,Health,end-of-life care,0.1777,17.77%,0.0628,6.2799999999999994%
origin,ND,North Dakota,Health,health education,0.1777,17.77%,0.1069,10.69%
origin,ND,North Dakota,Health,help pay for healthcare,0.1777,17.77%,0.1594,15.939999999999998%
origin,ND,North Dakota,Health,medical care,0.1777,17.77%,0.1494,14.940000000000001%
origin,ND,North Dakota,Health,medical supplies,0.1777,17.77%,0.066,6.6000000000000005%
origin,ND,North Dakota,Health,mental health care,0.1777,17.77%,0.0887,8.870000000000001%
origin,ND,North Dakota,Housing,116 other terms,0.1671,16.71%,0.3112,31.119999999999997%
origin,ND,North Dakota,Housing,help find housing,0.1671,16.71%,0.0745,7.4499999999999993%
origin,ND,North Dakota,Housing,help pay for housing,0.1671,16.71%,0.3201,32.01%
origin,ND,North Dakota,Housing,help pay for utilities,0.1671,16.71%,0.1037,10.37%
origin,ND,North Dakota,Housing,temporary shelter,0.1671,16.71%,0.1904,19.040000000000003%
origin,ND,North Dakota,Legal,17 other terms,0.027,2.7%,0.1012,10.12%
origin,ND,North Dakota,Legal,advocacy & legal aid,0.027,2.7%,0.5327,53.269999999999996%
origin,ND,North Dakota,Legal,citizenship & immigration,0.027,2.7%,0.0738,7.3800000000000008%
origin,ND,North Dakota,Legal,representation,0.027,2.7%,0.0931,9.31%
origin,ND,North Dakota,Legal,translation & interpretation,0.027,2.7%,0.117,11.700000000000001%
origin,ND,North Dakota,Legal,workplace rights,0.027,2.7%,0.0822,8.2199999999999989%
origin,ND,North Dakota,Money,55 other terms,0.1597,15.97%,0.2703,27.029999999999998%
origin,ND,North Dakota,Money,financial assistance,0.1597,15.97%,0.5626,56.26%
origin,ND,North Dakota,Money,government benefits,0.1597,15.97%,0.0728,7.28%
origin,ND,North Dakota,Money,help pay for car,0.1597,15.97%,0.0943,9.43%
origin,ND,North Dakota,Other,408 other terms,0.0112,1.1199999999999999%,1,100%
origin,ND,North Dakota,Transit,25 other terms,0.0512,5.12%,0.0185,1.8499999999999999%
origin,ND,North Dakota,Transit,bus passes,0.0512,5.12%,0.1089,10.89%
origin,ND,North Dakota,Transit,help pay for gas,0.0512,5.12%,0.2104,21.04%
origin,ND,North Dakota,Transit,help pay for transit,0.0512,5.12%,0.1639,16.39%
origin,ND,North Dakota,Transit,transportation,0.0512,5.12%,0.3325,33.25%
origin,ND,North Dakota,Transit,transportation for healthcare,0.0512,5.12%,0.1656,16.56%
origin,ND,North Dakota,Work,6 other terms,0.0074,0.74%,0.0734,7.3400000000000007%
origin,ND,North Dakota,Work,help find work,0.0074,0.74%,0.6512,65.12%
origin,ND,North Dakota,Work,job placement,0.0074,0.74%,0.2754,27.54%
"",ND,North Dakota,origin,origin,0,"",0,""
origin,NE,Nebraska,Care,151 other terms,0.0911,9.11%,0.3708,37.08%
origin,NE,Nebraska,Care,navigating the system,0.0911,9.11%,0.1239,12.389999999999999%
origin,NE,Nebraska,Care,support groups,0.0911,9.11%,0.1991,19.91%
origin,NE,Nebraska,Care,support network,0.0911,9.11%,0.3062,30.620000000000005%
origin,NE,Nebraska,Education,42 other terms,0.035,3.5000000000000004%,0.244,24.4%
origin,NE,Nebraska,Education,english as a second language (esl),0.035,3.5000000000000004%,0.088,8.7999999999999989%
origin,NE,Nebraska,Education,more education,0.035,3.5000000000000004%,0.3678,36.78%
origin,NE,Nebraska,Education,skills & training,0.035,3.5000000000000004%,0.2267,22.67%
origin,NE,Nebraska,Education,supported employment,0.035,3.5000000000000004%,0.0736,7.3599999999999994%
origin,NE,Nebraska,Food,50 other terms,0.1789,17.89%,0.0941,9.41%
origin,NE,Nebraska,Food,emergency food,0.1789,17.89%,0.0632,6.32%
origin,NE,Nebraska,Food,food delivery,0.1789,17.89%,0.0836,8.36%
origin,NE,Nebraska,Food,food pantry,0.1789,17.89%,0.6472,64.72%
origin,NE,Nebraska,Food,help pay for food,0.1789,17.89%,0.0604,6.04%
origin,NE,Nebraska,Food,meals,0.1789,17.89%,0.0515,5.1499999999999995%
origin,NE,Nebraska,Goods,162 other terms,0.0708,7.08%,0.2755,27.55%
origin,NE,Nebraska,Goods,baby supplies,0.0708,7.08%,0.0909,9.09%
origin,NE,Nebraska,Goods,clothing,0.0708,7.08%,0.2206,22.06%
origin,NE,Nebraska,Goods,diapers & formula,0.0708,7.08%,0.0914,9.1399999999999988%
origin,NE,Nebraska,Goods,furniture,0.0708,7.08%,0.0854,8.5400000000000009%
origin,NE,Nebraska,Goods,home goods,0.0708,7.08%,0.0681,6.81%
origin,NE,Nebraska,Goods,personal care items,0.0708,7.08%,0.0526,5.26%
origin,NE,Nebraska,Goods,toys & gifts,0.0708,7.08%,0.1155,11.55%
origin,NE,Nebraska,Health,450 other terms,0.122,12.2%,0.4487,44.87%
origin,NE,Nebraska,Health,community support services,0.122,12.2%,0.064,6.4%
origin,NE,Nebraska,Health,dental care,0.122,12.2%,0.0517,5.17%
origin,NE,Nebraska,Health,health education,0.122,12.2%,0.0718,7.1800000000000006%
origin,NE,Nebraska,Health,help pay for healthcare,0.122,12.2%,0.12,12%
origin,NE,Nebraska,Health,medical care,0.122,12.2%,0.1091,10.91%
origin,NE,Nebraska,Health,medical supplies,0.122,12.2%,0.058,5.8000000000000007%
origin,NE,Nebraska,Health,mental health care,0.122,12.2%,0.0766,7.66%
origin,NE,Nebraska,Housing,307 other terms,0.2581,25.81%,0.3453,34.53%
origin,NE,Nebraska,Housing,help find housing,0.2581,25.81%,0.1455,14.549999999999999%
origin,NE,Nebraska,Housing,help pay for housing,0.2581,25.81%,0.2856,28.560000000000002%
origin,NE,Nebraska,Housing,help pay for utilities,0.2581,25.81%,0.1655,16.55%
origin,NE,Nebraska,Housing,temporary shelter,0.2581,25.81%,0.0582,5.82%
origin,NE,Nebraska,Legal,49 other terms,0.017,1.7000000000000002%,0.2222,22.220000000000002%
origin,NE,Nebraska,Legal,advocacy & legal aid,0.017,1.7000000000000002%,0.3918,39.18%
origin,NE,Nebraska,Legal,citizenship & immigration,0.017,1.7000000000000002%,0.1367,13.669999999999998%
origin,NE,Nebraska,Legal,representation,0.017,1.7000000000000002%,0.1677,16.77%
origin,NE,Nebraska,Legal,translation & interpretation,0.017,1.7000000000000002%,0.0817,8.17%
origin,NE,Nebraska,Money,99 other terms,0.1316,13.16%,0.2936,29.360000000000003%
origin,NE,Nebraska,Money,financial assistance,0.1316,13.16%,0.5175,51.749999999999993%
origin,NE,Nebraska,Money,government benefits,0.1316,13.16%,0.0516,5.16%
origin,NE,Nebraska,Money,help pay for car,0.1316,13.16%,0.1372,13.719999999999999%
origin,NE,Nebraska,Other,1424 other terms,0.0187,1.87%,0.795,79.5%
origin,NE,Nebraska,Other,single parent,0.0187,1.87%,0.205,20.5%
origin,NE,Nebraska,Transit,63 other terms,0.0643,6.43%,0.0638,6.38%
origin,NE,Nebraska,Transit,bus passes,0.0643,6.43%,0.0921,9.21%
origin,NE,Nebraska,Transit,help pay for gas,0.0643,6.43%,0.1774,17.740000000000002%
origin,NE,Nebraska,Transit,help pay for transit,0.0643,6.43%,0.1409,14.09%
origin,NE,Nebraska,Transit,transportation,0.0643,6.43%,0.3841,38.41%
origin,NE,Nebraska,Transit,transportation for healthcare,0.0643,6.43%,0.1418,14.180000000000001%
origin,NE,Nebraska,Work,15 other terms,0.0125,1.25%,0.1108,11.08%
origin,NE,Nebraska,Work,help find work,0.0125,1.25%,0.4558,45.58%
origin,NE,Nebraska,Work,job placement,0.0125,1.25%,0.3533,35.33%
origin,NE,Nebraska,Work,work,0.0125,1.25%,0.0801,8.01%
"",NE,Nebraska,origin,origin,0,"",0,""
origin,NH,New Hampshire,Care,123 other terms,0.1511,15.110000000000001%,0.3292,32.92%
origin,NH,New Hampshire,Care,daytime care,0.1511,15.110000000000001%,0.0561,5.6099999999999994%
origin,NH,New Hampshire,Care,navigating the system,0.1511,15.110000000000001%,0.1442,14.42%
origin,NH,New Hampshire,Care,support groups,0.1511,15.110000000000001%,0.133,13.3%
origin,NH,New Hampshire,Care,support network,0.1511,15.110000000000001%,0.3376,33.76%
origin,NH,New Hampshire,Education,33 other terms,0.0549,5.4899999999999993%,0.2441,24.41%
origin,NH,New Hampshire,Education,english as a second language (esl),0.0549,5.4899999999999993%,0.067,6.7%
origin,NH,New Hampshire,Education,more education,0.0549,5.4899999999999993%,0.4285,42.85%
origin,NH,New Hampshire,Education,skills & training,0.0549,5.4899999999999993%,0.2605,26.05%
origin,NH,New Hampshire,Food,34 other terms,0.1396,13.96%,0.1224,12.24%
origin,NH,New Hampshire,Food,emergency food,0.1396,13.96%,0.0545,5.45%
origin,NH,New Hampshire,Food,food delivery,0.1396,13.96%,0.0851,8.51%
origin,NH,New Hampshire,Food,food pantry,0.1396,13.96%,0.5761,57.609999999999992%
origin,NH,New Hampshire,Food,help pay for food,0.1396,13.96%,0.0791,7.91%
origin,NH,New Hampshire,Food,meals,0.1396,13.96%,0.0828,8.28%
origin,NH,New Hampshire,Goods,89 other terms,0.0584,5.84%,0.2042,20.419999999999998%
origin,NH,New Hampshire,Goods,baby supplies,0.0584,5.84%,0.0923,9.2299999999999986%
origin,NH,New Hampshire,Goods,clothing,0.0584,5.84%,0.3143,31.430000000000003%
origin,NH,New Hampshire,Goods,diapers & formula,0.0584,5.84%,0.0936,9.36%
origin,NH,New Hampshire,Goods,furniture,0.0584,5.84%,0.0779,7.79%
origin,NH,New Hampshire,Goods,home goods,0.0584,5.84%,0.0856,8.5599999999999987%
origin,NH,New Hampshire,Goods,toys & gifts,0.0584,5.84%,0.132,13.200000000000001%
origin,NH,New Hampshire,Health,347 other terms,0.189,18.9%,0.3927,39.269999999999996%
origin,NH,New Hampshire,Health,community support services,0.189,18.9%,0.1054,10.54%
origin,NH,New Hampshire,Health,end-of-life care,0.189,18.9%,0.0704,7.04%
origin,NH,New Hampshire,Health,health education,0.189,18.9%,0.088,8.7999999999999989%
origin,NH,New Hampshire,Health,help pay for healthcare,0.189,18.9%,0.118,11.799999999999999%
origin,NH,New Hampshire,Health,medical care,0.189,18.9%,0.1348,13.48%
origin,NH,New Hampshire,Health,mental health care,0.189,18.9%,0.0908,9.08%
origin,NH,New Hampshire,Housing,166 other terms,0.1753,17.53%,0.3444,34.44%
origin,NH,New Hampshire,Housing,help find housing,0.1753,17.53%,0.0852,8.52%
origin,NH,New Hampshire,Housing,help pay for housing,0.1753,17.53%,0.2492,24.92%
origin,NH,New Hampshire,Housing,help pay for utilities,0.1753,17.53%,0.0898,8.98%
origin,NH,New Hampshire,Housing,residential housing,0.1753,17.53%,0.0757,7.57%
origin,NH,New Hampshire,Housing,temporary shelter,0.1753,17.53%,0.1557,15.57%
origin,NH,New Hampshire,Legal,27 other terms,0.0206,2.06%,0.0918,9.1800000000000015%
origin,NH,New Hampshire,Legal,advocacy & legal aid,0.0206,2.06%,0.5039,50.39%
origin,NH,New Hampshire,Legal,citizenship & immigration,0.0206,2.06%,0.0571,5.71%
origin,NH,New Hampshire,Legal,legal,0.0206,2.06%,0.0582,5.82%
origin,NH,New Hampshire,Legal,representation,0.0206,2.06%,0.1332,13.320000000000002%
origin,NH,New Hampshire,Legal,translation & interpretation,0.0206,2.06%,0.101,10.100000000000001%
origin,NH,New Hampshire,Legal,workplace rights,0.0206,2.06%,0.0547,5.47%
origin,NH,New Hampshire,Money,75 other terms,0.129,12.9%,0.3162,31.619999999999997%
origin,NH,New Hampshire,Money,financial assistance,0.129,12.9%,0.519,51.9%
origin,NH,New Hampshire,Money,government benefits,0.129,12.9%,0.0666,6.660000000000001%
origin,NH,New Hampshire,Money,help pay for car,0.129,12.9%,0.0982,9.82%
origin,NH,New Hampshire,Other,734 other terms,0.0124,1.24%,1,100%
origin,NH,New Hampshire,Transit,45 other terms,0.0617,6.17%,0.0846,8.4599999999999991%
origin,NH,New Hampshire,Transit,help pay for gas,0.0617,6.17%,0.0711,7.1099999999999994%
origin,NH,New Hampshire,Transit,help pay for transit,0.0617,6.17%,0.1086,10.86%
origin,NH,New Hampshire,Transit,transportation,0.0617,6.17%,0.5474,54.74%
origin,NH,New Hampshire,Transit,transportation for healthcare,0.0617,6.17%,0.1883,18.83%
origin,NH,New Hampshire,Work,11 other terms,0.0081,0.80999999999999994%,0.0752,7.5200000000000005%
origin,NH,New Hampshire,Work,help find work,0.0081,0.80999999999999994%,0.5024,50.239999999999995%
origin,NH,New Hampshire,Work,job placement,0.0081,0.80999999999999994%,0.2333,23.330000000000002%
origin,NH,New Hampshire,Work,work,0.0081,0.80999999999999994%,0.1891,18.91%
"",NH,New Hampshire,origin,origin,0,"",0,""
origin,NJ,New Jersey,Care,245 other terms,0.0837,8.37%,0.5152,51.519999999999996%
origin,NJ,New Jersey,Care,adult daycare,0.0837,8.37%,0.0632,6.32%
origin,NJ,New Jersey,Care,bereavement,0.0837,8.37%,0.0713,7.13%
origin,NJ,New Jersey,Care,navigating the system,0.0837,8.37%,0.0666,6.660000000000001%
origin,NJ,New Jersey,Care,support groups,0.0837,8.37%,0.1403,14.030000000000001%
origin,NJ,New Jersey,Care,support network,0.0837,8.37%,0.1435,14.35%
origin,NJ,New Jersey,Education,71 other terms,0.0618,6.18%,0.2119,21.19%
origin,NJ,New Jersey,Education,computer class,0.0618,6.18%,0.0503,5.0299999999999994%
origin,NJ,New Jersey,Education,english as a second language (esl),0.0618,6.18%,0.3669,36.69%
origin,NJ,New Jersey,Education,ged/high-school equivalency,0.0618,6.18%,0.0755,7.55%
origin,NJ,New Jersey,Education,more education,0.0618,6.18%,0.0958,9.58%
origin,NJ,New Jersey,Education,skills & training,0.0618,6.18%,0.0922,9.22%
origin,NJ,New Jersey,Education,specialized training,0.0618,6.18%,0.0539,5.3900000000000006%
origin,NJ,New Jersey,Education,supported employment,0.0618,6.18%,0.0535,5.35%
origin,NJ,New Jersey,Food,97 other terms,0.1791,17.91%,0.0919,9.19%
origin,NJ,New Jersey,Food,emergency food,0.1791,17.91%,0.055,5.5%
origin,NJ,New Jersey,Food,food delivery,0.1791,17.91%,0.1002,10.02%
origin,NJ,New Jersey,Food,food pantry,0.1791,17.91%,0.5884,58.84%
origin,NJ,New Jersey,Food,government food benefits,0.1791,17.91%,0.0506,5.06%
origin,NJ,New Jersey,Food,help pay for food,0.1791,17.91%,0.0576,5.76%
origin,NJ,New Jersey,Food,meals,0.1791,17.91%,0.0564,5.64%
origin,NJ,New Jersey,Goods,227 other terms,0.0641,6.41%,0.2844,28.439999999999998%
origin,NJ,New Jersey,Goods,baby supplies,0.0641,6.41%,0.0875,8.75%
origin,NJ,New Jersey,Goods,clothing,0.0641,6.41%,0.2286,22.86%
origin,NJ,New Jersey,Goods,diapers & formula,0.0641,6.41%,0.1665,16.650000000000002%
origin,NJ,New Jersey,Goods,furniture,0.0641,6.41%,0.1037,10.37%
origin,NJ,New Jersey,Goods,toys & gifts,0.0641,6.41%,0.1291,12.91%
origin,NJ,New Jersey,Health,729 other terms,0.1219,12.19%,0.7818,78.18%
origin,NJ,New Jersey,Health,help pay for healthcare,0.1219,12.19%,0.094,9.4%
origin,NJ,New Jersey,Health,medical care,0.1219,12.19%,0.0618,6.18%
origin,NJ,New Jersey,Health,mental health care,0.1219,12.19%,0.0623,6.23%
origin,NJ,New Jersey,Housing,451 other terms,0.2795,27.950000000000003%,0.3124,31.240000000000002%
origin,NJ,New Jersey,Housing,help find housing,0.2795,27.950000000000003%,0.1112,11.12%
origin,NJ,New Jersey,Housing,help pay for housing,0.2795,27.950000000000003%,0.2516,25.16%
origin,NJ,New Jersey,Housing,help pay for utilities,0.2795,27.950000000000003%,0.0871,8.7099999999999991%
origin,NJ,New Jersey,Housing,housing vouchers,0.2795,27.950000000000003%,0.0628,6.2799999999999994%
origin,NJ,New Jersey,Housing,temporary shelter,0.2795,27.950000000000003%,0.1749,17.49%
origin,NJ,New Jersey,Legal,80 other terms,0.0188,1.8800000000000001%,0.2924,29.24%
origin,NJ,New Jersey,Legal,advocacy & legal aid,0.0188,1.8800000000000001%,0.2409,24.09%
origin,NJ,New Jersey,Legal,citizenship & immigration,0.0188,1.8800000000000001%,0.3053,30.53%
origin,NJ,New Jersey,Legal,representation,0.0188,1.8800000000000001%,0.1614,16.14%
origin,NJ,New Jersey,Money,146 other terms,0.0928,9.28%,0.3779,37.79%
origin,NJ,New Jersey,Money,financial aid & loans,0.0928,9.28%,0.0758,7.580000000000001%
origin,NJ,New Jersey,Money,financial assistance,0.0928,9.28%,0.4106,41.06%
origin,NJ,New Jersey,Money,help pay for car,0.0928,9.28%,0.0802,8.02%
origin,NJ,New Jersey,Money,personal loans,0.0928,9.28%,0.0555,5.55%
origin,NJ,New Jersey,Other,4225 other terms,0.0206,2.06%,1,100%
origin,NJ,New Jersey,Transit,90 other terms,0.062,6.2%,0.0787,7.870000000000001%
origin,NJ,New Jersey,Transit,bus passes,0.062,6.2%,0.1022,10.22%
origin,NJ,New Jersey,Transit,help pay for gas,0.062,6.2%,0.0674,6.74%
origin,NJ,New Jersey,Transit,help pay for transit,0.062,6.2%,0.0849,8.49%
origin,NJ,New Jersey,Transit,transportation,0.062,6.2%,0.4249,42.49%
origin,NJ,New Jersey,Transit,transportation for healthcare,0.062,6.2%,0.2418,24.18%
origin,NJ,New Jersey,Work,31 other terms,0.0157,1.5699999999999998%,0.1756,17.560000000000002%
origin,NJ,New Jersey,Work,help find work,0.0157,1.5699999999999998%,0.3299,32.99%
origin,NJ,New Jersey,Work,job placement,0.0157,1.5699999999999998%,0.4945,49.45%
"",NJ,New Jersey,origin,origin,0,"",0,""
origin,NM,New Mexico,Care,130 other terms,0.1071,10.71%,0.2999,29.99%
origin,NM,New Mexico,Care,animal welfare,0.1071,10.71%,0.0555,5.55%
